"ID_plata"	"Date_Time"	"payment_type"	"amount"	"currency"	"language"	"receiverID"	"result"	"result_code"	"ID_F"	"CONFIRMATION_code"	"hash"
"H3DeP1XhSST4j9w=            "	"6.6.2015 10:11:42"	"V"	"23000"	"498"	"ro"	"707 "	"OK"	"0"	"29485    "	"311211"	"ef1b6ac37f926487d05c9a2040adbcc3"
"V7xvllB2otaLdYY=            "	"6.6.2015 10:11:46"	"V"	"30000"	"498"	"ro"	"919 "	"FAILED"	"122"	"29471    "	""	"658a02c6d909301e919d19d68645609e"
"an9ujHaMO9KTt90=            "	"6.6.2015 10:12:05"	"V"	"10000"	"498"	"ro"	"919 "	"TIMEOUT"	"-1"	"0               "	""	"f2f8146f572aee1aa856daba0e0cb9d9"
"AN3hwNZsX1gpXHs=            "	"6.6.2015 10:12:15"	"V"	"15500"	"498"	"ro"	"919 "	"OK"	"0"	"29547    "	"666333"	"b52da30fb2b7d10ad61503bb3ab6e70e"
"NtDgBBHSLV0qIbE=            "	"6.6.2015 10:12:18"	"V"	"30000"	"498"	"ro"	"919 "	"OK"	"0"	"29676    "	"311535"	"a6d4cf25ee1ebe1bec2d1027ebe32554"
"Q0Lc12YytUKD290=            "	"6.6.2015 10:12:24"	"V"	"2000"	"498"	"ro"	"707 "	"OK"	"0"	"29576    "	"300069"	"2a55c7d48b5e3202667cb857d0c9064"
"zZluAUU6ef4qZto=            "	"6.6.2015 10:12:33"	"V"	"20000"	"498"	"ro"	"919 "	"OK"	"0"	"29570    "	"133850"	"83f9446385b25eaa78078c251b6d0cbf"
"wSi5ue0/0UbqFFc=            "	"6.6.2015 10:13:19"	"V"	"20000"	"498"	"ro"	"919 "	"OK"	"0"	"29610    "	"311397"	"d83cfadb9c298db1f8df3a44a902a643"
"EW2f8bjQ7pYwh40=            "	"6.6.2015 10:14:49"	"V"	"40000"	"498"	"ro"	"919 "	"OK"	"0"	"29732    "	"311575"	"d83cfadb9c298db1f8df3a44a902a643"
"/687wa0Wf6tSDh8=            "	"6.6.2015 10:15:13"	"V"	"50000"	"498"	"ru"	"707 "	"OK"	"0"	"29909    "	"693777"	"6a5257c3005be9e456aa2b20336c221c"
"TO5MEPcdBNI3aT0=            "	"6.6.2015 10:15:31"	"V"	"3000"	"498"	"ro"	"919 "	"OK"	"0"	"29764    "	"311621"	"e57d58b6c83aebdbf5bf83e3eb57377c"
"msVIMEJyAcBROVU=            "	"6.6.2015 10:16:17"	"V"	"25000"	"498"	"ru"	"919 "	"OK"	"0"	"29854    "	"311743"	"4301f9dc3ee1e448144a49d40d52627a"
"xfRDHhHs0etV2yA=            "	"6.6.2015 10:16:37"	"V"	"20000"	"498"	"ru"	"897 "	"FAILED"	"100"	"29896    "	""	"ef1b6ac37f926487d05c9a2040adbcc3"
"fpT+0ekxn3AYv/c=            "	"6.6.2015 10:16:42"	"V"	"3000"	"498"	"ro"	"919 "	"OK"	"0"	"29900    "	"242562"	"d830f3f1d367ae4743079f1680d1edfe"
"/jNQ7hJlKbQyQKg=            "	"6.6.2015 10:17:03"	"V"	"28000"	"498"	"ro"	"919 "	"OK"	"0"	"29910    "	"616207"	"7a7c0ffeeac1e72cb7337368617c53d3"
"UCgANBOCte0iPUc=            "	"6.6.2015 10:17:27"	"V"	"5000"	"498"	"ro"	"919 "	"OK"	"0"	"30022    "	"672742"	"5423409ab529d2cc405795710230aab5"
"mBy458LC0tUJl68=            "	"6.6.2015 10:17:40"	"V"	"34000"	"498"	"ro"	"892 "	"OK"	"0"	"29915    "	"829953"	"6d04cdce1153ac496ae62ce2647db566"
"4miNZHSH1W7XxXQ=            "	"6.6.2015 10:17:52"	"V"	"11000"	"498"	"ro"	"919 "	"OK"	"0"	"30008    "	"311947"	"460c82c54f35dd4caadd2e1ad76f056a"
"3/gB3uUr+/w+L3E=            "	"6.6.2015 10:17:53"	"V"	"50000"	"498"	"ro"	"919 "	"OK"	"0"	"30069    "	"675974"	"71fb6f74f9593f9759db0956ea035fde"
"MZvIEpa7By1J/I4=            "	"6.6.2015 10:18:20"	"V"	"3000"	"498"	"ro"	"707 "	"OK"	"0"	"30025    "	"311975"	"b5eace71f0b4f3925cddd6814e035ed9"
"1i7eFOFQnCRdOHI=            "	"6.6.2015 10:18:58"	"V"	"20000"	"498"	"ro"	"919 "	"OK"	"0"	"30044    "	"312014"	"524bd340e98b945a6e8b4bcba5fe0031"
"V9QyVWlTY4UZXsM=            "	"6.6.2015 10:19:02"	"V"	"30000"	"498"	"ro"	"707 "	"OK"	"0"	"30064    "	"047221"	"2a1948fc70871ccc6faa537d51dd3c68"
"PF/+ZyfAlnf1MUw=            "	"6.6.2015 10:19:38"	"V"	"10000"	"498"	"ro"	"919 "	"OK"	"0"	"30079    "	"395022"	"4df5668826e739f7d6fe74567c1dedb"
"HeK71AimpGrGy+o=            "	"6.6.2015 10:20:09"	"V"	"20000"	"498"	"ro"	"919 "	"OK"	"0"	"30154    "	"575572"	"86186594b97f0dcfc89d288d5cc71419"
"TdvWuM2OJl/DfLs=            "	"6.6.2015 10:20:49"	"V"	"20000"	"498"	"ro"	"707 "	"FAILED"	"100"	"30151    "	""	"2a1948fc70871ccc6faa537d51dd3c68"
"EUaBtRmS8jhkPjw=            "	"6.6.2015 10:20:56"	"V"	"20000"	"498"	"ro"	"707 "	"OK"	"0"	"30209    "	"323868"	"d32dd4a4914b225843122498ddac8e37"
"f41Mauz/yKe26cU=            "	"6.6.2015 10:21:34"	"V"	"5000"	"498"	"ro"	"707 "	"OK"	"0"	"30857    "	"245015"	"d79881dbb8069ab47f96e86e189c867e"
"szIc7GSmDCgsGTs=            "	"6.6.2015 10:21:47"	"V"	"3000"	"498"	"ro"	"707 "	"OK"	"0"	"30419    "	"447802"	"ec6c3309f3eb0dcd70475daa619f8f94"
"S0KvYBpe/i59Tyk=            "	"6.6.2015 10:21:56"	"V"	"3000"	"498"	"ro"	"919 "	"OK"	"0"	"30282    "	"312328"	"460c82c54f35dd4caadd2e1ad76f056a"
"wZ0LBpx6jfLEr58=            "	"6.6.2015 10:22:50"	"V"	"80000"	"498"	"ro"	"919 "	"OK"	"0"	"30428    "	"312526"	"fdd10475bfabf6758b2919521943c1e3"
"7I3TirUdzKUk348=            "	"6.6.2015 10:23:03"	"V"	"30000"	"498"	"ro"	"919 "	"OK"	"0"	"30372    "	"813539"	"8f7ecabbc4380448a509451fe86034c5"
"ZH1SN91f+dYdhkg=            "	"6.6.2015 10:24:00"	"V"	"21000"	"498"	"ru"	"787 "	"OK"	"0"	"30525    "	"312644"	"b7df15ac37b3c4bed7b624d72c196f07"
"A6UequnD3h60vgM=            "	"6.6.2015 10:24:20"	"V"	"20000"	"498"	"ro"	"897 "	"OK"	"0"	"30489    "	"035848"	"2a1948fc70871ccc6faa537d51dd3c68"
"U8PY3p0msCY/bJ0=            "	"6.6.2015 10:24:40"	"V"	"20000"	"498"	"ru"	"897 "	"FAILED"	"100"	"30593    "	""	"ef1b6ac37f926487d05c9a2040adbcc3"
"AE9F46WvsAE1a94=            "	"6.6.2015 10:24:42"	"V"	"10000"	"498"	"ro"	"707 "	"OK"	"0"	"30554    "	"115048"	"30af280abb7e8dcd8d33de28edb75a08"
"njDJQuUm7ZDXS1U=            "	"6.6.2015 10:24:56"	"V"	"30000"	"498"	"ro"	"919 "	"FAILED"	"100"	"30600    "	""	"658a02c6d909301e919d19d68645609e"
"1M9PwRPV1PWsAkc=            "	"6.6.2015 10:25:14"	"V"	"20000"	"498"	"ro"	"919 "	"OK"	"0"	"30559    "	"960934"	"8f7ecabbc4380448a509451fe86034c5"
"vTANf23AAzYuEvs=            "	"6.6.2015 10:26:18"	"V"	"12000"	"498"	"ro"	"787 "	"OK"	"0"	"30676    "	"312885"	"b7df15ac37b3c4bed7b624d72c196f07"
"fvRiEqIqMehd2Ws=            "	"6.6.2015 10:26:35"	"V"	"29000"	"498"	"ro"	"707 "	"OK"	"0"	"30777    "	"056789"	"b995c1e9f139e7cd82a60a64d3ab8290"
"Z4cWQ8gtv97QK7o=            "	"6.6.2015 10:27:24"	"V"	"10000"	"498"	"ru"	"707 "	"OK"	"0"	"30818    "	"134346"	"93afe310c4c78d071a4086dacec591d7"
"HMZIFgQNL4av5iE=            "	"6.6.2015 10:28:06"	"V"	"13000"	"498"	"ro"	"919 "	"OK"	"0"	"30805    "	"221471"	"9b19f9219916f15617e0379a66ca7329"
"n7/YcnTdZGyOEt8=            "	"6.6.2015 10:31:51"	"V"	"10000"	"498"	"ru"	"707 "	"OK"	"0"	"31165    "	"313508"	"fb854cfbba9d9b830d097c5d59812c3b"
"V85RM49V2w3RVI4=            "	"6.6.2015 10:31:55"	"V"	"5000"	"498"	"ru"	"787 "	"OK"	"0"	"31126    "	"313455"	"4301f9dc3ee1e448144a49d40d52627a"
"LfZrGziKu0zqLpE=            "	"6.6.2015 10:32:28"	"V"	"4000"	"498"	"ro"	"919 "	"OK"	"0"	"31183    "	"313529"	"584b17ea9eae31d7f870065191afce09"
"Cg/o3gaan5x2DZM=            "	"6.6.2015 10:32:39"	"V"	"10000"	"498"	"ro"	"919 "	"OK"	"0"	"31187    "	"313538"	"32fba221e7355206c9d08eec6830fc8c"
"lS7ySQPxUJzeFBs=            "	"6.6.2015 10:34:09"	"V"	"30000"	"498"	"ro"	"919 "	"FAILED"	"100"	"31321    "	""	"658a02c6d909301e919d19d68645609e"
"pS3yHDCVysdnYjI=            "	"6.6.2015 10:34:27"	"V"	"10000"	"498"	"ro"	"919 "	"OK"	"0"	"31353    "	"313779"	"e49b2728a75f70faa2521b6f97078e85"
"7FgNftj0VyMVG0s=            "	"6.6.2015 10:34:43"	"V"	"33000"	"498"	"ro"	"919 "	"OK"	"0"	"31379    "	"082041"	"f897cf182512192480a5ee83b774903b"
"XQTog6vO7POWIJ4=            "	"6.6.2015 10:35:09"	"V"	"21000"	"498"	"ru"	"919 "	"OK"	"0"	"31430    "	"993910"	"34d9e3917f483251cd06b5f1a6c5507c"
"EoBUIH8mmNYrNxM=            "	"6.6.2015 10:35:37"	"V"	"88500"	"498"	"ro"	"707 "	"DECLINED"	"-1"	"0               "	""	"e5411e93a02f2b3ce6fb80e85cf4b56b"
"jzFvWwo+V2REWnE=            "	"6.6.2015 10:35:52"	"V"	"300000"	"498"	"ro"	"919 "	"OK"	"0"	"31486    "	"313943"	"fdd10475bfabf6758b2919521943c1e3"
"X4f4B8oAS9wFm3g=            "	"6.6.2015 10:36:22"	"V"	"10000"	"498"	"ro"	"919 "	"FAILED"	"100"	"31516    "	""	"658a02c6d909301e919d19d68645609e"
"7tYdKFzdiutqkjE=            "	"6.6.2015 10:37:01"	"V"	"5000"	"498"	"ro"	"707 "	"OK"	"0"	"31633    "	"314158"	"63c75b96b64a2b66df5db7c611bdda7d"
"qwAFR1cHyC4xkR4=            "	"6.6.2015 10:37:58"	"V"	"20000"	"498"	"ro"	"919 "	"OK"	"0"	"31668    "	"314190"	"1beb289f904e45fc2bcec13e134461ee"
"58KGNywRLrw/54Y=            "	"6.6.2015 10:38:01"	"V"	"10000"	"498"	"ro"	"919 "	"FAILED"	"100"	"31665    "	""	"fdd10475bfabf6758b2919521943c1e3"
"c9xdeAA4INOznhM=            "	"6.6.2015 10:40:47"	"V"	"8000"	"498"	"ru"	"919 "	"OK"	"0"	"31989    "	"314571"	"8857a1cfc4e57eae12da9fc65791268b"
"olAC9S7osqC5/iM=            "	"6.6.2015 10:41:38"	"V"	"11000"	"498"	"ro"	"707 "	"OK"	"0"	"32099    "	"222290"	"52ad81f6a31a04e986060edb6dc19291"
"40z8TUoJ2jkhCd0=            "	"6.6.2015 10:43:32"	"V"	"5000"	"498"	"ro"	"919 "	"DECLINED"	"-1"	"0               "	""	"8857a1cfc4e57eae12da9fc65791268b"
"//kYlhcNdEPT7Es=            "	"6.6.2015 10:43:52"	"V"	"10000"	"498"	"ro"	"919 "	"FAILED"	"100"	"32175    "	""	"fdd10475bfabf6758b2919521943c1e3"
"VOmAAtlp/UM/6j0=            "	"6.6.2015 10:44:00"	"V"	"20000"	"498"	"ro"	"707 "	"OK"	"0"	"32226    "	"314883"	"c4bbdd28d7fac5ad68c63646399eaa2"
"UPnWTHbq+Y/CEmU=            "	"6.6.2015 10:44:07"	"V"	"26000"	"498"	"ro"	"919 "	"OK"	"0"	"32278    "	"739813"	"3c87adca29184ac6a665e7a596244022"
"KgLw7ACG/Ocz8iM=            "	"6.6.2015 10:44:26"	"V"	"50000"	"498"	"ro"	"707 "	"TIMEOUT"	"-1"	"0               "	""	"8663ce4cfd8e158da3cd10fb6e9562a1"
"NB6R3hI1Yqw5jlo=            "	"6.6.2015 10:44:29"	"V"	"7000"	"498"	"ru"	"707 "	"OK"	"0"	"32272    "	"222379"	"8da88731129a7ce58786af0351baaf6f"
"CO5LLa0cz+ZvjwE=            "	"6.6.2015 10:46:56"	"V"	"40000"	"498"	"ru"	"919 "	"DECLINED"	"-1"	"0               "	""	"25a77b1edb8bae325e54f3b46f5d5376"
"2u/1FK3qpBwvkhc=            "	"6.6.2015 10:46:57"	"V"	"16500"	"498"	"ru"	"919 "	"OK"	"0"	"32452    "	"315167"	"f9024718c81daa0024bc0a2db6f26bc1"
"B98MQ/Q241/D0lY=            "	"6.6.2015 10:47:07"	"V"	"10000"	"498"	"ro"	"919 "	"DECLINED"	"-1"	"0               "	""	"32fba221e7355206c9d08eec6830fc8c"
"WiNF1FSeQbSL9ZM=            "	"6.6.2015 10:47:19"	"V"	"2000"	"498"	"ro"	"707 "	"OK"	"0"	"32634    "	"315458"	"36b957afd93b85fc08051ca5b4f747e5"
"XxfYZUjlTdU9x1k=            "	"6.6.2015 10:48:43"	"V"	"5000"	"498"	"ru"	"707 "	"OK"	"0"	"32622    "	"222595"	"a44a1bb99000ce6e2b15eb11b061e72"
"cedeNfKfWG5U0uk=            "	"6.6.2015 10:50:21"	"V"	"10000"	"498"	"ro"	"919 "	"DECLINED"	"-1"	"0               "	""	"32fba221e7355206c9d08eec6830fc8c"
"hCU9q4T801gKoKY=            "	"6.6.2015 10:51:58"	"V"	"10000"	"498"	"ro"	"787 "	"DECLINED"	"-1"	"0               "	""	"da2df024499f7fb2ec50aa89178a1c58"
"vOImCOQSnLTBciE=            "	"6.6.2015 10:53:17"	"V"	"22000"	"498"	"ru"	"787 "	"DECLINED"	"-1"	"0               "	""	"4e569c40f2d6b9e00191675e3b1d8c08"
"hRNK6+sNX/YALT8=            "	"6.6.2015 10:53:24"	"V"	"10000"	"498"	"ro"	"919 "	"DECLINED"	"-1"	"0               "	""	"9d02c0f096b75178b3ffcdcf1cc9b01a"
"bNexgTPuGgEnEo8=            "	"6.6.2015 10:53:35"	"V"	"4100"	"498"	"ro"	"707 "	"DECLINED"	"-1"	"0               "	""	"6516f452a0f68d76add8d83ffd5924db"
"VwR3Z8f7eWRVo28=            "	"6.6.2015 10:53:56"	"V"	"10000"	"498"	"ro"	"919 "	"DECLINED"	"-1"	"0               "	""	"19906c1cc5bdc3b5af0804ef2722766b"
"m+Yn6lyC1Oe2eA0=            "	"6.6.2015 10:54:57"	"V"	"7000"	"498"	"ro"	"707 "	"FAILED"	"116"	"33161    "	"201836"	"1edaa424ea94979a6ec36ab2d22c615"
"fJ+Lc5WTjIhYgJs=            "	"6.6.2015 10:55:54"	"V"	"22500"	"498"	"ro"	"707 "	"OK"	"0"	"33205    "	"222986"	"f72b0b9b39c9c124849451fa2c0b56c8"
"Nz7+QoOmAd6C5ww=            "	"6.6.2015 10:56:12"	"V"	"5000"	"498"	"ro"	"787 "	"OK"	"0"	"33318    "	"158809"	"b34930bd47065d0b90cfc7e1a20c8fc7"
"L0j1WNnmVureTWc=            "	"6.6.2015 10:56:52"	"V"	"4100"	"498"	"ro"	"707 "	"OK"	"0"	"33252    "	"316440"	"6516f452a0f68d76add8d83ffd5924db"
"KI5iAkm+TKlxBWQ=            "	"6.6.2015 10:57:00"	"V"	"5000"	"498"	"ro"	"919 "	"FAILED"	"116"	"33282    "	""	"85833a2997e0ba4f604a9598449ba0be"
"/e/BB3qR1/lOW9Y=            "	"6.6.2015 10:57:53"	"V"	"15000"	"498"	"ro"	"919 "	"OK"	"0"	"33336    "	"603545"	"54bd47f2ad89660f54acf7d390125c9f"
"GUqqQJMUmVy9dHU=            "	"6.6.2015 10:58:00"	"V"	"7000"	"498"	"ro"	"707 "	"TIMEOUT"	"-1"	"0               "	""	"1edaa424ea94979a6ec36ab2d22c615"
"sVFdwL2j6NXf324=            "	"6.6.2015 10:58:57"	"V"	"10000"	"498"	"ro"	"892 "	"OK"	"0"	"33403    "	"316651"	"b6b4ab999e0242e8f81508f6c9cb30ad"
"6/CYSkPbK3QH7LE=            "	"6.6.2015 10:59:29"	"V"	"4000"	"498"	"ro"	"919 "	"FAILED"	"101"	"33440    "	""	"85833a2997e0ba4f604a9598449ba0be"
"HprGpooQwXlsRlg=            "	"6.6.2015 10:59:35"	"V"	"11000"	"498"	"ru"	"919 "	"OK"	"0"	"33482    "	"223181"	"ca39441086feabacb36cc61966067541"
"eWFrmrwuP+xkZfA=            "	"6.6.2015 10:59:45"	"V"	"7000"	"498"	"ro"	"919 "	"OK"	"0"	"33422    "	"316674"	"69e7717113804e9f7f221552ba019994"
"zsoJmziCQiTWznY=            "	"6.6.2015 10:59:50"	"V"	"10000"	"498"	"ro"	"919 "	"OK"	"0"	"33442    "	"316704"	"4d0320bd0abb0d2476d8ee18ce154f73"
"l64zsaGQBR0ZFAg=            "	"6.6.2015 11:01:08"	"V"	"15000"	"498"	"ro"	"707 "	"OK"	"0"	"33601    "	"014078"	"84f6aaf76418c4d34fa3ffd1a5ec88fc"
"gjeRmulpVsmG2jQ=            "	"6.6.2015 11:01:21"	"V"	"4000"	"498"	"ro"	"919 "	"FAILED"	"116"	"33591    "	""	"85833a2997e0ba4f604a9598449ba0be"
"aG+8S/z4fVy+ar0=            "	"6.6.2015 11:01:33"	"V"	"5000"	"498"	"ro"	"892 "	"OK"	"0"	"233635    "	"316971"	"b6b4ab999e0242e8f81508f6c9cb30ad"
"F6YlFNfBB67D7lM=            "	"6.6.2015 11:01:44"	"V"	"18000"	"498"	"ro"	"919 "	"OK"	"0"	"233657    "	"316998"	"f4604063fdfae8e254aa0c09936d245a"
"xiFYV0gWnKrX/9I=            "	"6.6.2015 11:03:18"	"V"	"10000"	"498"	"ro"	"707 "	"OK"	"0"	"233744    "	"779453"	"97e5b3e4226c9d4b1ee2676bd2db7c6a"
"GH2cb7YGPExsn2M=            "	"6.6.2015 11:03:52"	"V"	"8000"	"498"	"ro"	"919 "	"OK"	"0"	"233854    "	"520863"	"e87ffa69e52c0978a3734c65a51e0758"
"/+IBid9Ye9WNYpI=            "	"6.6.2015 11:04:28"	"V"	"15000"	"498"	"ro"	"919 "	"OK"	"0"	"233840    "	"223422"	"909189373b6d834d4d16d38464605c28"
"N4zztinQ6yxzWJw=            "	"6.6.2015 11:04:54"	"V"	"25000"	"498"	"ro"	"892 "	"OK"	"0"	"233968    "	"317390"	"431d955d7e942f9e30529c95c1650d68"
"7+6wHNU3EwEfzeE=            "	"6.6.2015 11:05:59"	"V"	"40000"	"498"	"ro"	"707 "	"DECLINED"	"-1"	"0               "	""	"32e12d8ebada4b81c6d989507c69d1b7"
"/98ICcyLmE73gD0=            "	"6.6.2015 11:06:24"	"V"	"20000"	"498"	"ru"	"919 "	"OK"	"0"	"34018    "	"368550"	"cc4d28ac82bd8f215d74e1fe3c4c89e"
"xGOSnXV/tSj97s0=            "	"6.6.2015 11:06:26"	"V"	"3000"	"498"	"ro"	"919 "	"DECLINED"	"-1"	"0               "	""	"85833a2997e0ba4f604a9598449ba0be"
"NMwUtBJiwDY7Go0=            "	"6.6.2015 11:06:28"	"V"	"15000"	"498"	"ru"	"892 "	"OK"	"0"	"234087    "	"09280Z"	"73568e5cbfff5bd776cc659920f1cb58"
"y1u2ErdKoJAKGl8=            "	"6.6.2015 11:06:39"	"V"	"5000"	"498"	"ro"	"919 "	"OK"	"0"	"233994    "	"317418"	"7fe49bccbc9365ca5304a8ed2f59765e"
"CusKUQ/RJRZMsK4=            "	"6.6.2015 11:07:03"	"V"	"10000"	"498"	"ro"	"919 "	"OK"	"0"	"234037    "	"317481"	"19906c1cc5bdc3b5af0804ef2722766b"
"3cbYhhV8SVaBHLk=            "	"6.6.2015 11:07:05"	"V"	"3000"	"498"	"ro"	"707 "	"OK"	"0"	"234020    "	"102191"	"8063340d5568f695849eabe35e9399be"
"xLdCJPCCgPdSIig=            "	"6.6.2015 11:08:02"	"V"	"5000"	"498"	"ro"	"707 "	"OK"	"0"	"234084    "	"317550"	"59432eaa211fa43d16fa7eb97941dc04"
"28U48MAjG2R3mss=            "	"6.6.2015 11:08:19"	"V"	"10000"	"498"	"ro"	"919 "	"OK"	"0"	"234156    "	"317643"	"de47d048efff60b595ab81b42c213980"
"JMiOAy4ZpnXLRPM=            "	"6.6.2015 11:08:21"	"V"	"2000"	"498"	"ro"	"707 "	"OK"	"0"	"234159    "	"110458"	"67bc2fbd8da424fc99f03ffcf12c541a"
"wNv2gJ85yCiczJE=            "	"6.6.2015 11:08:35"	"V"	"40000"	"498"	"ro"	"707 "	"DECLINED"	"-1"	"0               "	""	"32e12d8ebada4b81c6d989507c69d1b7"
"TUjGOWb/6k28fuY=            "	"6.6.2015 11:08:36"	"V"	"2000"	"498"	"ro"	"707 "	"OK"	"0"	"34419    "	"934239"	"93fcf9bb9658c45968080c68ad555a7c"
"4rXTfzho/pAltsM=            "	"6.6.2015 11:09:05"	"V"	"22000"	"498"	"ro"	"919 "	"DECLINED"	"-1"	"0               "	""	"5727d9dece30096ec5b9dda82d4d7e1b"
"1rNC9bR32eyWt1k=            "	"6.6.2015 11:09:08"	"V"	"3000"	"498"	"ro"	"919 "	"OK"	"0"	"34237    "	"169377"	"fe1592ce5bb0515293fd807f0b87c937"
"Q9PyutVoBJ32bmc=            "	"6.6.2015 11:09:29"	"V"	"10000"	"498"	"ro"	"707 "	"OK"	"0"	"34438    "	"160271"	"841875a21dfbc489459ffdd23a41f7dc"
"P4Za5R4k0RgI2SU=            "	"6.6.2015 11:09:49"	"V"	"10000"	"498"	"ro"	"919 "	"OK"	"0"	"34214    "	"317756"	"63fcca22f599f8ba0c61a8be8468a4f0"
"od1Lv38AEeZkcPI=            "	"6.6.2015 11:11:07"	"V"	"16000"	"498"	"ro"	"707 "	"OK"	"0"	"34437    "	"671813"	"55b840382d43eecced03f606d4cb747d"
"VqlZ2k021pH6Jco=            "	"6.6.2015 11:12:58"	"V"	"29300"	"498"	"ro"	"892 "	"OK"	"0"	"34646    "	"585741"	"fa21f96d98e7721f7511c30da2472139"
"yl/lxgmHLLwFjV8=            "	"6.6.2015 11:13:10"	"V"	"22000"	"498"	"ro"	"919 "	"DECLINED"	"-1"	"0               "	""	"5727d9dece30096ec5b9dda82d4d7e1b"
